               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.047556,            0.017814,                   0,             0.51864,             0.52632,             0.48606,             0.23316,            0.023454,           0.0064271,                   0,           0.0095149,           0.0095149,           0.0095149
                  51,            0.048542,            0.016847,                   0,             0.53094,             0.36842,               0.335,             0.20573,            0.022312,           0.0073126,                   0,            0.009505,            0.009505,            0.009505
                  52,            0.045399,            0.015553,                   0,             0.77343,             0.42105,             0.58518,             0.26543,            0.021941,           0.0067196,                   0,           0.0094951,           0.0094951,           0.0094951
                  53,            0.047041,            0.015572,                   0,             0.58192,             0.52632,             0.56634,             0.26053,            0.022121,           0.0064044,                   0,           0.0094852,           0.0094852,           0.0094852
                  54,             0.04925,            0.016989,                   0,              0.4883,             0.68421,               0.549,             0.30825,            0.019612,           0.0068959,                   0,           0.0094753,           0.0094753,           0.0094753
                  55,            0.047055,            0.016387,                   0,             0.51628,             0.63158,              0.5566,             0.30518,            0.022222,           0.0071255,                   0,           0.0094654,           0.0094654,           0.0094654
                  56,            0.045395,            0.015882,                   0,             0.46549,             0.52632,             0.43579,             0.22933,            0.021453,           0.0083581,                   0,           0.0094555,           0.0094555,           0.0094555
                  57,            0.045203,            0.015332,                   0,             0.49798,             0.52228,             0.40696,             0.22822,            0.021683,           0.0090935,                   0,           0.0094456,           0.0094456,           0.0094456
                  58,            0.045405,            0.015946,                   0,             0.33506,             0.36842,             0.33399,             0.20657,            0.022544,            0.007917,                   0,           0.0094357,           0.0094357,           0.0094357
                  59,            0.044957,            0.015392,                   0,              0.7807,             0.57895,             0.62039,             0.30144,             0.02229,           0.0055544,                   0,           0.0094258,           0.0094258,           0.0094258
                  60,            0.044696,            0.015175,                   0,             0.59808,             0.36842,             0.41793,             0.22883,            0.022463,           0.0071419,                   0,           0.0094159,           0.0094159,           0.0094159
                  61,            0.044898,            0.014837,                   0,             0.88518,             0.40699,             0.51332,             0.28038,            0.023641,           0.0060677,                   0,            0.009406,            0.009406,            0.009406
                  62,            0.043448,            0.014837,                   0,               0.475,             0.57171,              0.5379,             0.31548,            0.020188,           0.0070744,                   0,           0.0093961,           0.0093961,           0.0093961
                  63,            0.043603,            0.015361,                   0,             0.70359,             0.42105,             0.50649,             0.28701,            0.021621,           0.0066019,                   0,           0.0093862,           0.0093862,           0.0093862
                  64,            0.043117,            0.014417,                   0,             0.59869,             0.47128,             0.55941,             0.34788,            0.019357,           0.0058057,                   0,           0.0093763,           0.0093763,           0.0093763
                  65,             0.04199,            0.015807,                   0,             0.71838,             0.42105,             0.51591,             0.26505,            0.021711,           0.0062589,                   0,           0.0093664,           0.0093664,           0.0093664
                  66,            0.045319,             0.01427,                   0,             0.52352,             0.57895,             0.51983,             0.29432,            0.019625,           0.0071709,                   0,           0.0093565,           0.0093565,           0.0093565
                  67,            0.042171,            0.014485,                   0,             0.83842,             0.63158,             0.74136,              0.3442,            0.019899,           0.0061148,                   0,           0.0093466,           0.0093466,           0.0093466
                  68,            0.042187,            0.014775,                   0,             0.56308,             0.74641,              0.6377,             0.33483,            0.020619,           0.0055934,                   0,           0.0093367,           0.0093367,           0.0093367
                  69,            0.041727,            0.014819,                   0,             0.78062,             0.56269,             0.64801,             0.38645,            0.021524,           0.0060139,                   0,           0.0093268,           0.0093268,           0.0093268
                  70,            0.042753,            0.014023,                   0,             0.57813,             0.57895,             0.61817,             0.36556,            0.020364,           0.0057512,                   0,           0.0093169,           0.0093169,           0.0093169
                  71,            0.040022,            0.014334,                   0,             0.82919,             0.68421,             0.79707,             0.41556,            0.018749,           0.0055016,                   0,            0.009307,            0.009307,            0.009307
