               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.036859,           0.0088295,                   0,             0.66337,             0.63158,             0.61969,              0.3292,            0.040413,           0.0041157,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.037691,           0.0087523,                   0,             0.80288,             0.57895,             0.63356,             0.38307,             0.03902,           0.0043172,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.037382,           0.0091231,                   0,             0.57508,             0.57895,             0.60458,              0.3705,            0.037861,           0.0040678,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.035914,           0.0081575,                   0,             0.87864,             0.76293,             0.84171,             0.44311,            0.038157,           0.0038071,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.036165,           0.0086009,                   0,              0.7369,             0.68421,             0.71079,             0.39471,            0.037729,           0.0038069,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.035497,           0.0087506,                   0,              0.6534,             0.68421,              0.7106,             0.39381,            0.036169,           0.0040119,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.036199,           0.0081677,                   0,             0.71735,             0.66851,             0.71486,             0.31337,             0.03774,           0.0038963,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.035842,           0.0082725,                   0,             0.78774,             0.78166,             0.79534,             0.43818,             0.03654,           0.0036773,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.036118,           0.0081124,                   0,             0.69394,             0.78947,             0.77521,             0.46055,            0.037593,            0.003627,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.034395,           0.0082048,                   0,             0.91403,             0.68421,             0.82409,             0.44741,            0.036406,           0.0035444,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.035465,           0.0078587,                   0,             0.83697,             0.73684,             0.80761,             0.46657,            0.036458,           0.0034797,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.035879,           0.0079394,                   0,              0.7503,             0.68421,             0.76209,             0.39386,            0.039892,           0.0037686,                   0,            0.006535,            0.006535,            0.006535
                 107,             0.03561,           0.0081112,                   0,             0.94886,             0.63158,             0.81353,             0.46818,            0.037717,           0.0036604,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.035163,           0.0082188,                   0,             0.76314,             0.68421,             0.73777,             0.43242,            0.035498,           0.0038314,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.032771,           0.0082034,                   0,             0.77588,              0.7292,             0.74539,             0.46838,            0.033228,           0.0039322,                   0,            0.006436,            0.006436,            0.006436
                 110,              0.0336,           0.0079333,                   0,             0.74119,             0.63158,             0.72153,             0.45997,            0.034311,           0.0036118,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.034744,           0.0080465,                   0,             0.91991,             0.60555,             0.79636,             0.46315,            0.034023,           0.0039864,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.033842,           0.0079753,                   0,             0.67573,             0.68421,             0.71881,             0.37904,            0.039393,           0.0037966,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.033407,           0.0073465,                   0,              0.8585,             0.73684,             0.76806,             0.44121,            0.039782,           0.0036509,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.033022,           0.0077107,                   0,             0.87326,             0.72584,             0.79847,             0.47274,            0.037304,           0.0036233,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.03297,           0.0081474,                   0,             0.59961,             0.70996,             0.67115,             0.37284,            0.037959,           0.0041923,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.032728,           0.0080317,                   0,             0.84111,             0.83615,             0.83202,              0.4937,            0.035912,           0.0036016,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.032384,            0.007454,                   0,             0.71735,             0.84211,             0.81135,             0.43672,            0.039429,            0.003629,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.032886,           0.0077954,                   0,             0.83158,             0.78947,             0.81092,              0.4601,            0.032894,           0.0035996,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.033532,           0.0078303,                   0,             0.85028,             0.73684,             0.76294,             0.41555,            0.034159,           0.0038627,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.031457,           0.0074518,                   0,             0.82541,             0.78947,             0.80078,             0.45455,            0.034758,           0.0035377,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.032115,           0.0072409,                   0,             0.86834,             0.68421,             0.83276,             0.47657,            0.034413,           0.0034337,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.031605,           0.0076417,                   0,             0.68544,             0.73684,             0.77004,              0.4171,            0.034458,           0.0036662,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.033784,           0.0071869,                   0,             0.74327,             0.68421,             0.74795,             0.45152,            0.034701,           0.0035808,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.033089,           0.0072201,                   0,             0.67902,             0.63158,             0.67174,              0.3824,            0.035985,           0.0038719,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.031985,           0.0077065,                   0,             0.79947,             0.68421,             0.77321,              0.4655,            0.033218,           0.0034583,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.031883,           0.0076421,                   0,             0.64439,             0.73684,             0.71668,             0.48269,            0.031852,           0.0036517,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.032249,           0.0077295,                   0,              0.7819,             0.63158,             0.73658,             0.44554,            0.035404,           0.0038719,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.031648,           0.0072951,                   0,             0.70565,             0.75765,              0.7881,             0.49506,            0.033053,           0.0037291,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.031029,           0.0071918,                   0,             0.83067,             0.73684,             0.82496,             0.50072,            0.032406,           0.0034867,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.029972,           0.0071373,                   0,             0.88064,             0.77718,             0.84859,             0.57705,            0.030293,           0.0033765,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.030498,           0.0073092,                   0,             0.93321,             0.73684,             0.85032,             0.55584,            0.031322,           0.0033518,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.030892,            0.007657,                   0,             0.78234,             0.84211,              0.8421,             0.57847,            0.031177,            0.003358,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.031894,           0.0075292,                   0,             0.83148,             0.84211,             0.87105,             0.56635,            0.029959,           0.0031332,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.031987,           0.0074581,                   0,             0.75643,             0.84211,             0.82528,             0.51992,            0.031867,           0.0032077,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.032667,           0.0072003,                   0,              0.8412,             0.68421,             0.78018,             0.48808,             0.03253,           0.0036183,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.028771,           0.0072748,                   0,             0.99384,             0.73684,             0.86461,             0.51832,            0.034464,           0.0030276,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.029448,           0.0070778,                   0,                   1,             0.74969,             0.82294,             0.53302,            0.032079,           0.0034188,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.030045,            0.006917,                   0,                   1,             0.78118,             0.84095,             0.53551,            0.031785,            0.003273,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.029299,           0.0069911,                   0,             0.94663,             0.78947,             0.86853,             0.61489,            0.030179,           0.0029948,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.030133,           0.0069603,                   0,             0.87881,             0.84211,             0.84837,             0.55127,            0.032003,           0.0030997,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.029893,           0.0069053,                   0,              0.9054,             0.73684,             0.81343,             0.52862,            0.032911,           0.0033616,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.030726,           0.0069262,                   0,             0.94471,             0.78947,             0.84676,              0.5242,            0.033331,           0.0034261,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.029908,           0.0068704,                   0,             0.77869,             0.78947,             0.78577,             0.47358,            0.032642,           0.0033602,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.029494,            0.006583,                   0,              0.8176,             0.73684,             0.79445,             0.49466,            0.031968,           0.0034305,                   0,            0.005281,            0.005281,            0.005281
                 145,              0.0307,            0.006825,                   0,             0.99172,             0.73684,              0.8575,             0.51388,            0.032298,           0.0032641,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.029117,           0.0068831,                   0,             0.76569,             0.73684,             0.76596,             0.47034,            0.032837,           0.0034408,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.029624,            0.006886,                   0,              0.8966,             0.78947,             0.86317,             0.56448,            0.031708,           0.0031108,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.030032,           0.0069085,                   0,              0.7909,             0.84211,             0.84813,             0.52989,            0.032467,           0.0032272,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.029573,           0.0062598,                   0,             0.68905,             0.84211,             0.78824,             0.50365,            0.030934,            0.003326,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.028337,           0.0071211,                   0,              0.8835,             0.89474,              0.8772,             0.55492,            0.030784,            0.002969,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.029888,           0.0068341,                   0,             0.91467,             0.73684,             0.80271,             0.49515,            0.032518,           0.0033731,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.029585,           0.0066636,                   0,                   1,             0.72023,              0.8432,             0.55177,            0.031611,           0.0033326,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.028562,           0.0066617,                   0,             0.98562,             0.84211,             0.88773,             0.57714,            0.033109,           0.0028811,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.028111,           0.0065199,                   0,              0.8318,             0.84211,             0.82546,             0.54016,            0.030671,           0.0033528,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.027436,             0.00687,                   0,             0.95577,             0.84211,             0.87832,             0.52428,            0.030551,           0.0032581,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.028058,           0.0066155,                   0,             0.82375,             0.73684,             0.89047,             0.50475,            0.034666,           0.0031791,                   0,            0.004885,            0.004885,            0.004885
                 157,             0.02889,            0.006613,                   0,             0.91843,             0.78947,             0.85937,             0.53431,            0.032221,           0.0032704,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.028044,           0.0065316,                   0,             0.98153,             0.78947,             0.89999,             0.54895,             0.02942,           0.0030494,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.027744,           0.0067015,                   0,             0.92505,             0.78947,             0.89698,             0.62039,             0.02785,            0.003163,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.026723,             0.00624,                   0,             0.97349,             0.78947,             0.88132,             0.59261,            0.027994,           0.0030989,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.028613,           0.0063436,                   0,             0.87793,             0.78947,             0.83064,             0.55316,            0.028809,              0.0033,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.027521,            0.006644,                   0,             0.86314,             0.78947,             0.83207,             0.55179,            0.028046,           0.0033237,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.026812,           0.0064402,                   0,             0.89315,             0.84211,             0.84961,             0.59387,            0.027663,           0.0033806,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.028339,           0.0061947,                   0,             0.92257,             0.73684,              0.8481,             0.56033,            0.029521,           0.0033755,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.028166,           0.0065683,                   0,             0.98296,             0.73684,             0.88064,             0.56548,            0.029518,           0.0032264,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.026419,           0.0065128,                   0,                   1,             0.73591,              0.8942,             0.59754,            0.028511,           0.0032268,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.026592,           0.0063586,                   0,             0.92627,             0.78947,             0.87812,             0.61823,            0.028617,           0.0031193,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.026346,           0.0060564,                   0,             0.86686,             0.68545,             0.84549,             0.58328,            0.030207,            0.003301,                   0,            0.004489,            0.004489,            0.004489
